"","ds","dep_var","trend","season","holiday","competitor_sales_B","events","tv_S","ooh_S","print_S","facebook_S","search_S","newsletter","intercept","depVarHat","solID","cluster","top_sol"
"17",2016-04-25,888806.666666667,185000.200431443,-297497.780532933,280538.388381432,505216.273314425,0,212.751032594441,18924.6787187269,0.83277838776677,5.6811227364717,9242.87447631266,3041.20155437113,470781.33337471,1175466.43465221,"1_402_1",1,FALSE
"18",2016-05-02,898873.333333333,185127.339457592,-286652.763257836,-57291.0493979058,488391.709732047,0,11.2010238281212,9056.00891205951,68193.5626527555,0.00895768055028393,5898.03955032151,2047.91808853482,470781.33337471,885563.309093787,"1_402_1",1,FALSE
"19",2016-05-09,889373.333333334,185254.478483741,-252730.168481927,0,501971.466571732,0,0.589352137323277,56784.7585967009,5354.68557695132,1.4123401522728e-05,6472.36418136669,553.355038007406,470781.33337471,974442.862707544,"1_402_1",1,FALSE
"20",2016-05-16,1915375,185381.61750989,-238600.601097297,262044.956325472,518641.418030997,0,0.0310082924532422,29819.9125669158,278.851393911112,10391.556856501,226.306598020466,11655.1954264024,470781.33337471,1250620.57799381,"1_402_1",1,FALSE
"21",2016-05-23,1006845,185508.756536039,-267466.125234052,0,561873.766371869,0,0.00163147376804893,91093.1253212663,14.1369158372217,17.7031924873085,7.41093458092239,16823.7826026417,470781.33337471,1058653.89164685,"1_402_1",1,FALSE
"22",2016-05-30,869198.333333334,185635.895557022,-316450.478473847,0,494084.371103812,0,8.58385356019498e-05,52467.6853881729,0.715710009264044,0.0279158225343793,4960.01341608766,7390.82566313176,470781.33337471,898870.38974076,"1_402_1",1,FALSE
"23",2016-06-06,727250,185763.034578005,-340724.400202298,0,414253.831470673,0,4.51631788608189e-06,27250.190231421,0.036231735699045,4.40143429842044e-05,5030.39346380731,2341.46160546049,470781.33337471,764695.880802046,"1_402_1",1,FALSE
"24",2016-06-13,753730,185890.173598988,-321503.467331888,0,429460.940634873,0,2.37622031876624e-07,13299.5904598122,0.00183417027491799,6.93965581275319e-08,6932.45193409388,2800.48405417344,470781.33337471,787661.50855924,"1_402_1",1,FALSE
"25",2016-06-20,999196.666666667,186017.312619971,-282379.725501271,0,514068.755957238,0,19423.6325068782,89601.9421198581,9.2851748048274e-05,4304.0528120085,7841.53191307582,686.417194958097,470781.33337471,1010345.25309028,"1_402_1",1,FALSE
"26",2016-06-27,845843.333333333,186144.451640955,-256269.52725905,0,482379.584900603,0,1086.78352118132,51392.5464497359,4.70046165031635e-06,7.00220595718315,7196.69506093924,698.594969644286,470781.33337471,943417.464869376,"1_402_1",1,FALSE
"27",2016-07-04,1126016.66666667,186271.590661938,-244848.705892536,0,595542.518695741,0,5286.66387184019,26618.974266952,20982.085530707,0.011040796191525,8645.27233302575,920.669747368753,470781.33337471,1070200.41363054,"1_402_1",1,FALSE
"28",2016-07-11,1140978.33333333,186398.729682921,-220459.245922968,0,649699.766481953,0,282.74352476982,12971.9443355794,1192.5511211388,1.74078098897597e-05,9879.20802302356,2975.48478027741,470781.33337471,1113722.51541881,"1_402_1",1,FALSE
"29",2016-07-18,1242656.66666667,186525.867431917,-166668.555675273,0,652665.213350985,0,147.830299066669,129790.00874364,19595.7631299243,9599.34106727702,6933.50899679762,2507.08468086635,470781.33337471,1311877.39539991,"1_402_1",1,FALSE
"30",2016-07-25,1293483.33333333,186653.005180913,-104734.303453151,0,735010.333154187,0,7.78149183821928,83919.8222968488,1104.79794577315,16.2538053849567,9929.79927086667,7584.91839126327,470781.33337471,1390273.74145863,"1_402_1",1,FALSE
"31",2016-08-01,1484843.33333333,186780.142929909,-70654.7755708714,0,750308.05935743,0,44040.1129988976,109446.039585323,56.2523106214703,22066.830091088,12586.0174640585,7679.04664421132,470781.33337471,1533089.05918538,"1_402_1",1,FALSE
"32",2016-08-08,1485698.33333333,186907.280678905,-70075.3050766174,0,843223.631167003,0,2679.52905335909,66481.5123168958,1019.10786735298,41.3318709358812,14690.1792224792,12947.7810393851,470781.33337471,1528696.38151441,"1_402_1",1,FALSE
"33",2016-08-15,1556608.33333333,187034.418427901,-67746.2948082625,0,812666.405157401,0,56745.6484778904,35805.2946699394,51.8659922042565,453.47118807218,563.886099369908,17234.32200519,470781.33337471,1513590.35058442,"1_402_1",1,FALSE
"34",2016-08-22,1391206.66666667,187161.556176897,-26815.3202845997,0,752493.960775709,0,3615.71594960585,17839.8764044107,76615.4885012785,179.190903179535,18.5292777035438,18520.1416948459,470781.33337471,1500410.47277374,"1_402_1",1,FALSE
"35",2016-08-29,2018783.33333333,187288.693925894,48248.5501550944,0,1035017.41008591,0,40858.8868815071,100247.438613148,6455.34959883101,0.282890269171045,16443.2645183804,2946.64545715181,470781.33337471,1908287.8555009,"1_402_1",1,FALSE
"36",2016-09-05,2170721.66666667,187415.831609039,116492.963986794,0,1111428.56438701,0,51804.3543419722,94899.5063295065,11465.8310294065,0.421047479936834,19713.5609841466,1095.86883000343,470781.33337471,2065098.23592007,"1_402_1",1,FALSE
"37",2016-09-12,2247670,187542.969292185,146733.084130362,0,1247660.2754342,0,3241.30087432522,111005.295332705,617.315607198072,0.000663859372572622,21242.1722479468,4861.61471343567,470781.33337471,2193685.36167093,"1_402_1",1,FALSE
"38",2016-09-19,2192026.66666667,187670.106975331,149587.237777529,0,1135325.18204659,0,172.252756152147,81865.4400729563,122634.224477265,16902.2551725563,21896.9573285564,9978.34320530567,470781.33337471,2196813.33318696,"1_402_1",1,FALSE
"39",2016-09-26,1895213.33333333,187797.244658476,159132.763359735,0,1052684.66093532,0,9.06772162479152,108639.052899247,17194.1961102702,30.3244743283985,18943.2696066787,2030.73062524049,470781.33337471,2017242.64376564,"1_402_1",1,FALSE
"40",2016-10-03,2232910,187924.382341622,190552.032230771,29461.7938397263,1091376.43007125,0,287819.689565663,106721.092101565,56561.2442681233,7337.92142663864,21433.7739413727,7618.33911387449,470781.33337471,2457588.03227532,"1_402_1",1,FALSE
"41",2016-10-10,2406035,188051.520024768,227283.99309351,0,1316063.51154866,0,130424.925480986,64304.821118704,68683.7274350745,11715.9636629299,26016.1335443552,21151.3199003656,470781.33337471,2524477.24918406,"1_402_1",1,FALSE
"42",2016-10-17,2252445,188178.657707206,250482.455200397,0,1149189.24771311,0,255332.240921432,57156.3692443873,5414.62280049969,26910.1530681908,24716.083216452,29062.9754426421,470781.33337471,2457224.13868903,"1_402_1",1,FALSE
"43",2016-10-24,2663125,188305.795389644,268428.724872131,0,1426090.00361013,0,62230.3307573541,103788.92859767,51035.6686461358,33800.8332325631,27038.9424311263,19633.9811281134,470781.33337471,2651134.54203958,"1_402_1",1,FALSE
"44",2016-10-31,2974771.66666667,188432.933072083,304659.141741164,0,1525235.79549766,0,263305.657787186,62001.3838824961,3519.41301291283,40023.3115064449,32674.7937762304,12899.8871419796,470781.33337471,2903533.65079286,"1_402_1",1,FALSE
"45",2016-11-07,2826128.33333333,188560.070754521,359155.754457124,0,1507247.37465299,0,72383.9482242121,100405.186400482,64193.024582858,46283.6542218941,28546.4741028256,30319.7786962526,470781.33337471,2867876.59946787,"1_402_1",1,FALSE
"46",2016-11-14,3182900,188687.20843696,395231.324535008,0,1635650.18309537,0,186536.43470859,59391.850233618,4882.6979705667,29867.1756087405,1312.18515725979,22086.054145445,470781.33337471,2994426.44726627,"1_402_1",1,FALSE
"47",2016-11-21,2964696.66666667,188814.346119398,375223.726102432,0,1540908.95952744,0,45003.2874954475,100628.84813225,37217.9282458025,42593.0218422045,43.4496601699379,19884.0335998221,470781.33337471,2821098.93409968,"1_402_1",1,FALSE
"48",2016-11-28,2848525,188941.483801836,306154.975188074,0,1592909.99961439,0,2747.52936777594,59562.756998422,23059.6529695773,23714.9071047255,53722.8083999907,30597.5525554943,470781.33337471,2752192.99937499,"1_402_1",1,FALSE
"49",2016-12-05,2740160,189066.437262038,239722.547015745,0,1405246.37809459,0,13095.1382036388,120234.889007548,1326.75704567289,2579.06585063426,53736.1966224043,66673.7632171957,470781.33337471,2562462.50569417,"1_402_1",1,FALSE
"50",2016-12-12,2380508.33333333,189191.390722239,222271.991209844,0,1348937.70090871,0,717.857695967329,75457.7392818308,67.6323293460041,7448.52077146842,49265.6622436092,32249.7577347851,470781.33337471,2396389.58627251,"1_402_1",1,FALSE
"51",2016-12-19,2230915,189316.344182441,248907.866707326,-275999.843268937,1216323.16266673,0,37.8528895594903,135247.835394757,3.42497838571972,739.209254360699,46543.2388397403,6359.85009059492,470781.33337471,2038260.27510967,"1_402_1",1,FALSE
"52",2016-12-26,3659425,189441.297642642,271652.40216097,863345.183277586,1319211.89903135,0,266285.566925235,88987.2191214883,0.173386793141908,44421.3714629836,50119.7673208935,698.0316082512,470781.33337471,3564944.24531291,"1_402_1",1,FALSE
"53",2017-01-02,2827008.33333333,189566.251102844,250374.112348264,0,1279616.68996191,0,221805.868180626,148208.351202166,128533.181114929,19707.3756393511,48916.0492896192,47834.4305259388,470781.33337471,2805343.64274036,"1_402_1",1,FALSE
"54",2017-01-09,2042143.33333333,189691.204563045,189767.044377444,0,1163090.34520161,0,36602.2678266326,101766.160676386,19698.0100950265,29172.9100974072,47397.237544681,29930.9030551555,470781.33337471,2277897.41681209,"1_402_1",1,FALSE
"55",2017-01-16,2113358.33333333,189814.581783461,126514.459152913,0,1143550.85417263,0,8449.82433761034,60435.2534074611,6168.85190887839,35251.1791527645,45383.9692609984,44206.0263914267,470781.33337471,2130556.33294286,"1_402_1",1,FALSE
"56",2017-01-23,2179918.33333333,189937.959003876,88297.0631110049,0,1194238.20317379,0,456.423860553366,32037.8204487528,60264.0953973858,41140.6960862656,46586.5591554918,18746.0356766856,470781.33337471,2142486.18928851,"1_402_1",1,FALSE
"57",2017-01-30,2370613.33333333,190061.336224291,71813.4454865782,0,1211183.58947489,0,99325.7495166393,15817.2838882881,4447.07423822823,19483.203675856,47811.0518779787,29508.2640232114,470781.33337471,2160232.33178067,"1_402_1",1,FALSE
"58",2017-02-06,1814556.66666667,190184.713444707,56774.8431841369,0,1032228.76030247,0,7519.64121805164,7514.28947356273,230.465398481615,35.7068707306322,39454.9344488098,5630.71855485108,470781.33337471,1810355.40627051,"1_402_1",1,FALSE
"59",2017-02-13,1951668.33333333,190308.090665122,30630.7116140717,0,1073479.30887986,0,404.991579636616,90514.6482613685,11.6809443164117,54437.6096332316,2147.52799061653,14650.6785262696,470781.33337471,1927366.5814692,"1_402_1",1,FALSE
"60",2017-02-20,1918238.33333333,190431.467885537,-4982.67460208223,0,1047409.93012593,0,21.3348048993526,52049.5326147037,57093.5558627886,140.779891344562,71.7251123138698,17757.2357383579,470781.33337471,1830774.2208085,"1_402_1",1,FALSE
"61",2017-02-27,1472390,190554.845105953,-44643.378080177,0,819487.939812164,0,1.12258525550209,27004.282044993,4114.04637427773,98518.5091285358,26544.9051321506,28011.190661385,470781.33337471,1620374.79613925,"1_402_1",1,FALSE
"62",2017-03-06,1477865,190664.376751549,-85491.6110967056,0,800151.185209527,0,0.059064024213068,13171.8290376529,78551.5221496692,529.027320686003,31159.8929974668,12993.0070904563,470781.33337471,1512510.62189904,"1_402_1",1,FALSE
"63",2017-03-13,1300166.66666667,190773.908397146,-122665.892971399,0,702976.271257803,0,3260.06432750155,6219.22566336999,6731.48490286342,0.837283019020367,28714.6443735976,25657.5509889578,470781.33337471,1312449.42759757,"1_402_1",1,FALSE
"64",2017-03-20,1160205,190883.440042742,-148002.279951571,0,617488.224885748,0,173.259988138866,2889.99804080582,105528.000500701,0.0013201357685911,25416.3388253369,25148.7386200192,470781.33337471,1290307.05564677,"1_402_1",1,FALSE
"65",2017-03-27,1356871.66666667,190992.971688338,-160723.586719582,0,763989.184410283,0,9.12077251178372,37203.6385957857,11866.5897349961,4571.98557290086,31895.2984934496,30057.1314163935,470781.33337471,1380643.66733979,"1_402_1",1,FALSE
"66",2017-04-03,1355833.33333333,191102.503333935,-175474.58569224,0,771932.424898627,0,0.479894741349084,18600.0848115888,640.31421082835,7.45287572879861,31094.0045068294,3713.34417786092,470781.33337471,1312397.35639261,"1_402_1",1,FALSE
"67",2017-04-10,1176266.66666667,191212.034979531,-209626.483535899,15638.9630632081,633320.949991818,0,0.0252492704142172,148828.625692026,32.5233182089532,0.0117514321017018,24977.1450308153,570.705068183262,470781.33337471,1275735.8339833,"1_402_1",1,FALSE
"68",2017-04-17,1955281.66666667,191321.566625128,-259208.534008464,813347.288516034,521838.953738257,0,1345.05437728136,102405.743881692,1.64671664438461,1.8528255884136e-05,23379.6644106745,5034.13271112821,470781.33337471,1870246.85036161,"1_402_1",1,FALSE
"69",2017-04-24,1029928.33333333,191412.531801884,-294977.80656289,0,564751.326658778,0,71.0623686150036,133989.573972685,0.0833629415091862,2.92131405140299e-08,21210.2335206617,12739.301344279,470781.33337471,1099977.63984169,"1_402_1",1,FALSE
"70",2017-05-01,2263143.33333333,191503.496978641,-291328.970323331,280538.388381432,482414.22757278,0,79867.8099551017,87803.2177902008,0.00422010880633562,4.60597901883442e-11,16198.378848835,4315.59348640322,470781.33337471,1322093.48028488,"1_402_1",1,FALSE
"71",2017-05-08,813771.666666667,191594.462155398,-258589.734738077,0,444523.164928739,0,5567.80904409724,133131.771006009,0.000213635827519192,7.26215749099271e-14,16166.8657863415,4542.19992761219,470781.33337471,1007717.87169846,"1_402_1",1,FALSE
"72",2017-05-15,880871.666666667,191685.427332154,-238057.208616986,0,501806.103274495,0,298.041420237834,87001.5090517832,1.08149500265457e-05,1.14501024013191e-16,631.672031630035,14177.7446893993,470781.33337471,1028324.62256824,"1_402_1",1,FALSE
"73",2017-05-22,919185,191776.392508911,-259619.622244628,-57291.0493979058,516223.939735163,0,15.6955490002422,72574.4100758099,5.4748843071547e-07,12519.438502815,20.7710680545489,17613.828178889,470781.33337471,964615.137351366,"1_402_1",1,FALSE
"74",2017-05-29,826321.666666667,191867.357685668,-308313.584265951,0,457532.597579191,0,0.825847098909564,39725.4185483583,33957.782948505,21.6857755403426,10129.9121083653,4970.96560690757,470781.33337471,900674.295208393,"1_402_1",1,FALSE
"75",2017-06-05,833798.333333333,191948.475189419,-339652.014926308,262044.956325472,445358.855399916,0,2391.03671422343,57316.2302345955,2088.57426224172,7014.60134143451,15423.5052060873,985.395541772535,470781.33337471,1115700.94866356,"1_402_1",1,FALSE
"76",2017-06-12,746271.666666667,192029.592693169,-327483.879233726,0,424428.879184269,0,126.732842072723,30140.2207669801,106.893703942678,11.6454951548567,12876.8391674962,1241.03881960242,470781.33337471,804259.296813672,"1_402_1",1,FALSE
"77",2017-06-19,1036406.66666667,192110.71019692,-289108.854516125,0,537426.108375055,0,79186.6634958936,14812.4406582261,5.41432715337339,0.206863493018824,19281.4762317746,1473.1940232855,470781.33337471,1025968.69303039,"1_402_1",1,FALSE
"78",2017-06-26,927931.666666667,192191.827700671,-259357.114836402,0,505658.777989075,0,5505.06660605254,99813.1022747703,17927.8127676364,0.000326158127838479,16441.2621371198,284.907981852786,470781.33337471,1049246.97632164,"1_402_1",1,FALSE
"79",2017-07-03,1126943.33333333,192272.945204421,-246920.174329115,0,594750.686188846,0,2101.02897861235,58940.4883585843,55174.7668729951,37303.69277986,24046.5884747116,4090.66454555821,470781.33337471,1192542.02044918,"1_402_1",1,FALSE
"80",2017-07-10,1184220,192354.062708172,-226963.947026627,0,674178.142119122,0,111.261650460743,31124.59072006,3920.00046540948,80.2914811821367,24478.9150795081,3047.7711203275,470781.33337471,1173112.42169232,"1_402_1",1,FALSE
"81",2017-07-17,1315508.33333333,192435.180211923,-177937.770890089,0,648618.334887947,0,3661.72839070648,85845.4121047449,121644.040409727,0.126666937252092,25455.3797476402,836.071687212321,470781.33337471,1371339.83659146,"1_402_1",1,FALSE
"82",2017-07-24,1279360,192489.503790473,-114617.582503327,0,727726.156704986,0,194.849680620096,48723.619997062,16815.1042845657,0.000199713476527488,25664.0578696485,7791.17518554259,470781.33337471,1375568.21858399,"1_402_1",1,FALSE
"83",2017-07-31,1455811.66666667,192543.827369023,-73812.3497958218,0,755900.717744489,0,5469.50255765688,113037.34795893,5467.70730347262,3.14884352656072e-07,30186.8684229268,6223.97878513249,470781.33337471,1505798.93372083,"1_402_1",1,FALSE
"84",2017-08-07,1553355,192598.150947574,-68954.1317495173,0,839100.811870868,0,292.689234420706,104427.629901078,51739.5015285375,4.96472031481707e-10,35926.1724137146,4970.42483782699,470781.33337471,1630882.58235921,"1_402_1",1,FALSE
"85",2017-08-14,1374855,192652.474526124,-70316.8777638236,0,716545.788884038,0,71407.0155000615,62499.7581883965,3585.8617687226,7.82777791160161e-13,1845.53769347404,14368.6086368559,470781.33337471,1463369.50080856,"1_402_1",1,FALSE
"86",2017-08-21,1970110,192706.798104674,-37424.9711499511,0,1071025.31072271,0,4812.30955913746,33310.8560115804,63025.8133915089,857.977452272629,61.4467782082325,17671.8615067223,470781.33337471,1816828.73575158,"1_402_1",1,FALSE
"87",2017-08-28,2336431.66666667,192761.121683224,33988.5917447965,0,1196288.09370672,0,276691.399511615,16496.5849742537,4750.50973995838,412.106370111292,41909.9141077084,38043.7361465963,470781.33337471,2272123.39135969,"1_402_1",1,FALSE
"88",2017-09-04,2002065,192753.144464474,106686.504158408,0,1139836.23818609,0,96869.7881235377,7849.41389203401,246.589744578717,0.651685707514183,43632.4984600189,24898.6627553556,470781.33337471,2083554.82484491,"1_402_1",1,FALSE
"89",2017-09-11,2027418.33333333,192745.167245723,144192.262045086,0,1005184.26712087,0,181666.5617201,97194.688158715,17979.5436680923,124.423624527507,38876.6128178005,3680.94015766823,470781.33337471,2152425.79993329,"1_402_1",1,FALSE
"90",2017-09-18,1886570,192737.190026972,149541.115046799,0,1073379.13524159,0,21619.882605641,56962.7999038621,1004.25830129546,0.196351477129156,43010.251940413,10126.2763196531,470781.33337471,2019162.43911242,"1_402_1",1,FALSE
"91",2017-09-25,2529721.66666667,192729.212808221,155780.478035637,0,1264656.687149,0,245600.787384044,100152.798670822,51.10627033681,4220.43236627611,49328.357439783,22437.4788675505,470781.33337471,2505738.67236638,"1_402_1",1,FALSE
"92",2017-10-02,2357930,192721.235589471,183804.124636963,29461.7938397263,1330939.55281127,0,286776.105409864,85448.1174419576,2.58785698656965,6.86191982105022,48696.3246627,33592.4730107101,470781.33337471,2662230.51055418,"1_402_1",1,FALSE
"93",2017-10-09,3003391.66666667,192713.25837072,221447.495374358,0,1390445.25374373,0,248479.566525709,135373.326169771,98367.3732222824,24321.1581446977,51569.8356294015,17967.8830138564,470781.33337471,2851466.48356923,"1_402_1",1,FALSE
"94",2017-10-16,2283685,192705.281151969,247359.796920193,0,1299879.41076765,0,55180.9230794591,89105.8305968184,10214.8560221428,17565.9998055536,50057.5022416722,52848.1463182893,470781.33337471,2485699.08027846,"1_402_1",1,FALSE
"95",2017-10-23,2584721.66666667,192662.392375789,264471.325604805,0,1323597.0128454,0,153916.031200785,75743.7281486034,546.177619749438,21832.1666699629,51326.3648055349,50244.9302170417,470781.33337471,2605121.46286238,"1_402_1",1,FALSE
"96",2017-10-30,2565400,192619.503599609,296302.215418497,-134379.685580606,1417773.20248437,0,27005.4099658258,41815.6153579248,27.728216891619,27372.6644239237,53723.8830989697,9798.6997804631,470781.33337471,2402840.57014058,"1_402_1",1,FALSE
"97",2017-11-06,3407085,192576.614823429,349396.195134516,0,1584262.98385483,0,45865.0095389732,130772.689652036,115060.139175346,12709.1003639434,58921.7599879413,24421.4534153094,470781.33337471,2984767.27932103,"1_402_1",1,FALSE
"98",2017-11-13,2803291.66666667,192533.726047249,392212.786454481,0,1596537.07032593,0,2808.76396415507,84819.2321986181,14542.8078939562,50606.4195999019,4776.52548892139,20518.9156629383,470781.33337471,2830137.58101086,"1_402_1",1,FALSE
"99",2017-11-20,3303155,192490.837271069,383356.501644437,0,1648855.3553763,0,166898.855551568,94976.9154073578,4768.26863472958,12021.6808355139,163.996084539498,19451.1706524255,470781.33337471,2993764.91483265,"1_402_1",1,FALSE
"100",2017-11-27,3103743.33333333,192447.948494889,320075.517940166,0,1703931.74322332,0,18014.4538634929,55310.8285380341,52407.4283305458,5282.29593352192,69525.8053789834,49776.1868636601,470781.33337471,2937553.54194132,"1_402_1",1,FALSE
"101",2017-12-04,2793875,192405.059718709,248806.285152834,0,1438611.70839319,0,72113.4116878236,82180.5771721731,3649.54060171517,1998.79235568608,68492.1876893126,22849.0720484293,470781.33337471,2601887.96819458,"1_402_1",1,FALSE
"102",2017-12-11,2260396.66666667,192326.343558563,221231.355099595,0,1287439.96099932,0,4873.45723226239,46173.0300936936,188.332843622923,7358.98101683765,64516.1867588258,45570.1942663316,470781.33337471,2340459.17524376,"1_402_1",1,FALSE
"103",2017-12-18,2399176.66666667,192247.627398417,242827.502777945,0,1240181.89523654,0,196717.544359154,82002.6962325777,9.54339386986575,737.33013712156,65405.1540546254,59814.2117034494,470781.33337471,2550724.83866841,"1_402_1",1,FALSE
"104",2017-12-25,3827520,192168.911238271,270163.025993932,418795.727907539,1166248.80124419,0,270595.823206487,46050.5403366508,82135.797683116,44420.3083842726,61125.7381113588,81824.2157434377,470781.33337471,3104310.22322397,"1_402_1",1,FALSE
"105",2018-01-01,3109461.66666667,192090.195078125,257820.242292882,186750.809360651,1176047.21655634,0,84242.3652991695,23533.0603347964,39160.6343873846,19707.3044126078,62277.8081396615,106917.539400443,470781.33337471,2619328.50863677,"1_402_1",1,FALSE
"106",2018-01-08,2228128.33333333,192011.478917979,201958.335136559,0,1255215.6203863,0,5979.2020930343,18052.9629179514,2490.60220490774,29172.9036886244,62944.2719912859,110163.739938689,470781.33337471,2348770.45065004,"1_402_1",1,FALSE
"107",2018-01-15,2202593.33333333,191932.762757833,136384.021490481,0,1085423.35137071,0,106162.265193471,8621.24897934742,85614.7106142041,58.1621818344935,60786.0741894796,35597.8519226602,470781.33337471,2181361.78207473,"1_402_1",1,FALSE
"108",2018-01-22,1918293.33333333,191846.925787087,93053.6638619176,0,1013179.04498358,0,8287.57773320877,60799.5041331737,112042.987227781,0.0917414387974287,57705.1210324357,11927.1423399925,470781.33337471,2019623.39221533,"1_402_1",1,FALSE
"109",2018-01-29,1862458.33333333,191761.088816341,74053.9355541927,0,976349.106160204,0,50016.4027604743,32261.4356198546,13626.6416598673,0.000144647036497434,56355.519204998,10463.4244991346,470781.33337471,1875668.88779442,"1_402_1",1,FALSE
"110",2018-02-05,1975951.66666667,191675.251845595,60130.0448708391,0,1103712.9757444,0,3109.1307890333,15936.3035430744,22685.5775863098,60.4843612382096,61655.6451301116,66947.5077946984,470781.33337471,1996694.25504001,"1_402_1",1,FALSE
"111",2018-02-12,1827318.33333333,191589.414874849,36164.6641540293,0,981107.78061166,0,5473.03065986141,60059.6158498555,1302.34944860734,0.0954058905631886,5366.99295376789,32044.6778399731,470781.33337471,1783889.9551732,"1_402_1",1,FALSE
"112",2018-02-19,1656268.33333333,191503.577904103,1795.28741508973,0,919778.134456423,0,292.881261103123,31807.6575429285,29386.095237268,0.00015042471404253,185.434797066209,22538.3732386342,470781.33337471,1668068.77537775,"1_402_1",1,FALSE
"113",2018-02-26,1703790,191417.740933357,-37406.1616538022,0,872725.194269784,0,6933.19152094742,63535.362512564,59906.4719828293,2.37171719763729e-07,44146.6040451416,19911.7266149587,470781.33337471,1691951.46360073,"1_402_1",1,FALSE
"114",2018-03-05,1488115,191331.903962611,-78255.7077986475,0,846656.156822968,0,372.719540841687,33954.6238769661,4408.70978428622,3.73944035414339e-10,48161.8940510251,17660.9480195487,470781.33337471,1535072.58163431,"1_402_1",1,FALSE
"115",2018-03-12,1727330,191246.066987485,-116673.531845815,0,823212.965665719,0,152584.378688805,79677.9767496177,107501.295786357,5.89590284039874e-13,47303.877328301,7309.46092616826,470781.33337471,1762943.82366135,"1_402_1",1,FALSE
