,Target variable,Score
229,0,0.00039104014
230,0,1.5242656e-06
231,0,2.59032e-05
232,0,4.9881296e-06
233,0,7.4311674e-06
234,0,2.2088782e-06
235,0,1.9392492e-06
236,0,0.0001568483
237,0,4.578669e-05
238,0,4.2388515e-06
239,0,4.617568e-06
240,0,5.4352813e-06
241,0,3.21662e-07
242,0,1.5415231e-06
243,0,0.00021560727
244,0,3.9137856e-05
245,0,0.00010576377
246,0,6.843207e-05
247,0,6.483622e-05
248,0,0.00024769036
249,0,8.8054225e-07
250,0,5.435338e-06
251,0,1.9063001e-06
252,0,1.3118633e-06
253,0,8.190134e-06
254,0,0.00093912386
255,0,4.2140996e-06
256,0,2.1018064e-05
257,0,5.9650245e-07
258,0,0.00026186256
259,0,6.021325e-05
260,0,1.7983372e-06
261,0,5.6544644e-07
262,0,4.959414e-07
263,0,1.5756068e-07
264,0,5.136251e-06
265,0,6.178085e-07
266,0,2.3510354e-06
267,0,2.2890017e-05
268,0,2.566845e-07
269,0,4.682537e-08
270,0,5.9012277e-06
271,0,1.4159325e-05
272,0,4.3976517e-05
273,0,1.313273e-05
274,0,8.694982e-06
275,0,9.79204e-07
276,0,1.738047e-06
277,0,2.0112058e-05
278,0,0.0006470158
279,0,1.3719826e-06
280,0,4.8114703e-06
281,0,0.00074386905
282,0,1.0460932e-05
283,0,2.0346102e-05
284,0,2.517409e-07
285,0,2.9737234e-06
286,0,1.9327432e-05
287,0,2.2579614e-05
288,0,0.0001383365
289,0,3.7725315e-06
290,0,2.2807935e-05
291,0,6.2945833e-06
292,0,4.4815322e-05
293,0,1.706031e-05
294,0,9.384823e-06
295,0,0.0012002937
296,0,0.00011886287
297,0,8.820908e-05
298,0,3.4469733e-06
299,0,9.034875e-06
300,0,0.0003260069
301,0,9.7716336e-05
302,0,0.011995257
303,0,8.609466e-06
304,0,0.000109670145
305,0,1.5137635e-05
306,0,1.3719826e-06
307,0,0.00013192934
308,0,3.6036636e-06
309,0,0.0014971445
310,0,1.8920625e-06
311,0,1.0475147e-05
312,0,8.631919e-06
313,0,1.7779943e-05
314,0,3.2777574e-05
315,0,9.3518465e-06
316,0,9.431168e-05
317,0,2.878368e-05
318,0,4.4912573e-05
319,0,0.00085220684
320,0,1.5175284e-06
321,0,8.440159e-05
322,0,9.323458e-06
323,0,2.790392e-06
324,0,7.530941e-06
325,0,4.1160724e-06
326,0,4.2838693e-07
327,0,0.11239101
328,0,7.45222e-07
329,0,3.0129402e-06
330,0,2.4117721e-06
331,0,1.665185e-05
332,0,2.2858649e-06
333,0,8.423036e-07
334,0,1.4764407e-07
335,0,0.0005093861
336,0,4.197758e-05
337,0,7.380914e-05
338,0,7.087681e-06
339,0,7.497015e-07
340,0,0.0020445902
341,0,0.24907835
342,0,4.8658144e-06
343,0,3.3089718e-06
344,0,6.93725e-07
345,0,2.7515189e-05
346,0,2.0768715e-07
347,0,2.6753708e-06
348,0,6.727888e-05
349,0,1.982696e-06
350,0,0.00025409533
351,0,2.554268e-05
352,0,1.11087125e-07
353,0,1.7009681e-06
354,0,3.6148518e-05
355,0,3.666859e-06
356,0,1.790446e-05
357,0,2.9766854e-06
358,0,8.78314e-06
359,0,0.00019572713
360,0,3.0597323e-05
361,0,0.001572904
362,0,6.612481e-05
363,0,1.7503293e-05
364,0,1.0876368e-05
365,0,2.563501e-06
366,0,0.00010162189
367,0,1.1721228e-05
368,0,1.2261648e-06
369,0,0.00010838039
370,0,0.000881925
371,0,1.3785819e-05
372,0,4.837811e-05
373,0,2.345724e-05
374,0,1.2329679e-07
375,0,3.5530116e-05
376,0,8.090017e-06
377,0,3.0418053e-06
378,0,6.0382245e-05
379,0,1.0499691e-05
380,0,2.4809203e-06
381,0,6.5202344e-06
382,0,2.3994362e-05
383,0,1.890831e-07
384,0,0.0004347942
385,0,0.000100383695
386,0,2.3922894e-06
387,0,5.5455116e-06
388,0,2.09684e-06
389,0,0.0001258819
390,0,8.921308e-06
391,1,2.533998e-06
392,0,1.0568772e-06
393,0,5.4675813e-05
394,0,6.861989e-06
395,0,2.716066e-05
396,0,2.7603985e-06
397,0,4.560578e-06
398,0,4.6918816e-05
399,0,7.830412e-05
400,0,3.8765767e-05
401,0,2.5615338e-06
402,0,1.592986e-05
403,0,5.321329e-07
404,0,2.6682972e-06
405,0,6.90664e-06
406,0,1.1692473e-06
407,0,3.6728186e-05
408,0,7.78879e-05
409,0,7.1492264e-05
410,0,1.4307141e-05
411,0,0.0005282931
412,0,1.6289275e-06
413,0,1.6485092e-05
414,0,0.00015947825
415,0,1.948091e-05
416,0,1.578661e-05
417,0,0.00016474232
418,0,4.2398562e-05
419,0,4.217949e-07
420,0,3.2929027e-05
421,0,1.1158547e-06
422,0,0.00026901273
423,0,2.7977974e-05
424,0,1.7114868e-05
425,0,1.3843985e-05
426,0,6.455103e-06
427,0,1.022903e-06
428,0,3.3363492e-06
429,0,2.4138195e-05
430,0,2.782388e-06
431,0,0.0008567693
432,0,0.000285959
433,0,7.5445273e-06
434,0,3.4464178e-06
435,0,5.2274845e-05
436,0,4.790459e-07
437,0,1.3739582e-07
438,0,6.2798405e-05
439,0,0.0003595532
440,0,2.0432626e-06
441,0,8.93598e-06
442,0,2.3932866e-06
443,0,0.000116613934
444,0,3.8525224e-05
445,0,5.46037e-05
446,0,5.9162508e-06
447,0,0.0014090234
448,0,8.156282e-06
449,0,3.6444837e-07
450,0,0.00029596474
451,0,1.6344891e-06
452,0,0.0008654068
453,0,0.00014611593
454,0,1.8662868e-05
455,0,1.0820118e-05
456,0,2.7496068e-05
457,0,3.466584e-05
458,0,2.3750677e-05
459,0,4.324713e-07
460,0,0.00016065485
461,0,8.461368e-07
462,0,0.0043590614
463,0,2.6437094e-08
464,0,0.00019076951
465,0,1.2545156e-05
466,0,1.6560109e-05
467,0,0.00091876724
468,0,3.1394818e-06
469,0,0.00015661502
470,0,0.0006261888
471,0,0.00012553032
472,0,2.0600264e-06
473,0,2.2535127e-05
474,0,3.1702032e-06
475,0,5.1029915e-06
476,0,1.4044584e-05
477,0,1.1261551e-05
478,0,8.598126e-06
479,0,3.5385732e-05
480,0,1.6704213e-06
481,0,5.601593e-06
482,0,0.00077274255
483,0,1.3874252e-05
484,0,0.00012696141
485,0,6.586829e-05
486,0,6.4836166e-07
487,0,1.8100114e-06
488,0,0.00024010178
489,0,6.251832e-06
490,0,0.00013119433
491,0,7.094968e-05
492,0,0.00016714388
493,0,7.850034e-06
494,0,3.4363362e-05
495,0,0.00044275247
496,0,0.00014874966
497,0,5.9123363e-06
498,0,0.000114990056
499,0,0.000112663656
500,0,2.4098634e-05
501,0,4.1585594e-05
502,0,0.00016680014
503,0,1.988325e-05
504,0,0.0003677399
505,0,5.4760447e-05
506,0,0.00019627994
507,0,0.00078342645
508,0,7.115945e-07
509,0,4.2262336e-06
510,0,4.458588e-06
511,0,6.244304e-05
512,0,8.9278044e-05
513,0,3.0708492e-05
514,0,0.00021393548
515,0,0.0022498555
516,0,5.5748977e-05
517,0,0.00010126078
518,0,7.5829644e-07
519,0,2.7049173e-06
520,0,8.457241e-06
521,0,6.3008897e-06
522,0,2.1317408e-05
523,0,3.0465571e-05
524,0,4.0592913e-05
525,0,7.445553e-06
526,0,5.587028e-06
527,0,8.993208e-06
528,0,0.000110087465
529,0,4.327153e-06
530,0,3.5111374e-05
531,0,0.00056457677
532,0,1.8138708e-05
533,0,0.00022179374
534,0,8.04875e-05
535,0,3.8359617e-06
536,0,2.5580901e-05
537,0,4.2473715e-05
538,0,1.3463803e-05
539,0,0.0005608516
540,0,0.00013718879
541,1,0.9992756
542,0,2.7083144e-05
543,0,0.003172992
544,0,2.9741415e-05
545,0,4.256412e-06
546,0,1.7179673e-05
547,0,1.3324308e-06
548,0,1.1837742e-05
549,0,5.5524655e-05
550,0,5.8732065e-05
551,0,0.00024621078
552,0,2.8982106e-07
553,0,7.398406e-06
554,0,9.6168515e-05
555,0,6.754909e-06
556,0,5.8095367e-05
557,0,4.357036e-07
558,0,3.000233e-05
559,0,3.0296228e-06
560,0,1.2069537e-05
561,0,3.1276312e-07
562,0,9.492812e-06
563,0,0.00040001346
564,0,9.028079e-06
565,0,3.2283394e-06
566,0,1.3315807e-05
567,0,2.3052539e-07
568,0,1.0955233e-05
569,0,8.400381e-05
570,0,0.00018216623
571,0,0.0012684128
572,0,0.00010727518
573,0,2.167432e-05
574,0,3.023798e-05
575,0,4.4692224e-06
576,0,0.0001929569
577,0,6.4274784e-05
578,0,2.5095635e-05
579,0,5.5775836e-06
580,0,1.5993593e-05
581,0,1.3808633e-05
582,0,8.346087e-06
583,0,1.4735974e-05
584,0,1.0111633e-05
585,0,7.2790394e-06
586,0,0.00019943855
587,0,0.0005408046
588,0,0.0023280692
589,0,8.5665915e-06
590,0,1.3474786e-05
591,0,9.4345005e-06
592,0,6.1549906e-07
593,0,0.001141658
594,0,5.8924043e-06
595,0,3.8954062e-05
596,0,7.589859e-07
597,0,2.8476414e-05
598,0,7.7219365e-06
599,0,6.6137335e-07
600,0,3.1231648e-06
601,0,4.2218013e-05
602,0,0.00018970059
603,0,1.2342999e-05
604,0,8.904318e-06
605,0,4.994227e-06
606,0,0.0002572673
607,0,0.00046908983
608,0,2.0145653e-05
609,0,0.00092964404
610,0,9.95073e-06
611,0,0.0017209288
612,0,7.997504e-06
613,0,2.5234474e-06
614,0,6.1422643e-06
615,0,6.786341e-06
616,0,0.0016919078
617,0,5.3546806e-05
618,0,2.830264e-07
619,0,0.00013495763
620,0,3.97831e-06
621,0,0.00018482492
622,0,4.673321e-07
623,0,0.0017311794
624,0,2.4837752e-06
625,0,8.810753e-05
626,0,2.901319e-05
627,0,6.153613e-05
628,0,3.6740207e-07
629,0,4.426405e-07
630,0,3.7662227e-05
631,0,3.0227573e-05
632,0,0.00032303832
633,0,6.2704735e-06
634,0,8.344287e-05
635,0,2.375335e-05
636,0,5.8694436e-06
637,0,5.0304166e-06
638,0,0.2892442
639,0,2.9096143e-06
640,0,1.6246164e-05
641,0,3.8553667e-06
642,0,0.00077216804
643,0,0.00083916035
644,0,5.557116e-06
645,0,7.981733e-06
646,0,2.7842998e-05
647,0,3.3446482e-05
648,0,2.4113324e-05
649,0,0.00010511627
650,0,0.00044279004
651,0,5.6115795e-07
652,0,7.0642445e-06
653,0,7.1736895e-06
654,0,1.1584433e-06
655,0,0.00028629098
656,0,0.00013906405
657,0,7.9763225e-07
658,0,8.7564265e-05
659,0,5.0451854e-06
660,0,9.6993335e-06
661,0,4.9667547e-06
662,0,8.1732895e-07
663,0,0.00013200924
664,0,1.7416327e-05
665,0,7.3662322e-06
666,0,0.0051864567
667,0,3.5404835e-05
668,0,1.8572016e-06
669,0,1.2446296e-05
670,0,1.1544274e-05
671,0,2.6355732e-05
672,0,0.0004955152
673,0,1.563329e-06
674,0,9.234772e-06
675,0,5.140965e-05
676,0,0.001255136
677,0,1.4834505e-05
678,0,4.4121907e-06
679,0,2.5215342e-05
680,0,0.00012272653
681,0,5.712733e-06
682,0,0.00030426326
683,0,9.8201795e-05
684,0,5.9382846e-06
685,0,1.4838538e-05
686,0,7.761504e-05
687,0,1.6522834e-05
688,0,0.00067968125
689,0,2.7645926e-06
690,0,0.00019922301
691,0,2.2650936e-05
692,0,3.550556e-05
693,0,9.2258495e-05
694,0,2.8795557e-06
695,0,1.5210799e-05
696,0,1.3750419e-05
697,0,0.00011295495
698,0,6.049827e-05
699,0,1.3059955e-05
700,0,1.3589253e-05
701,0,0.000112374604
702,0,7.4815266e-06
703,0,3.1741572e-06
704,0,1.0019644e-05
705,0,6.596613e-08
706,0,3.538772e-06
707,0,1.0538593e-05
708,0,4.2269014e-05
709,0,3.5102432e-05
710,0,0.00028557293
711,0,0.0009963139
712,0,1.1360368e-05
713,0,0.0003437144
714,0,1.0511978e-06
715,0,5.9079855e-07
716,0,0.0003218131
717,0,0.00083787285
718,0,3.8120954e-05
719,0,8.598332e-06
720,0,1.7165813e-06
721,0,0.000820684
722,0,2.2199843e-06
723,0,3.995794e-07
724,0,3.013492e-05
725,0,2.7783366e-07
726,0,2.290574e-05
727,0,5.1589694e-05
728,0,2.3588572e-07
729,0,0.000106007916
730,0,7.070932e-07
731,0,3.7547077e-05
732,0,1.6657616e-05
733,0,4.9352566e-05
734,0,6.5656444e-05
735,0,6.705282e-07
736,0,3.6974892e-05
737,0,1.836374e-07
738,0,3.6498852e-07
739,0,3.963628e-06
740,0,4.595309e-05
741,0,2.4195842e-06
742,0,5.6383236e-05
743,0,2.7938568e-05
744,0,4.0322828e-08
745,0,0.0003816234
746,0,3.553377e-07
747,0,2.922203e-05
748,0,7.5746334e-06
749,0,2.0053086e-07
750,0,1.846526e-05
751,0,2.8777362e-07
752,0,0.00011897388
753,0,0.006561209
754,0,2.8238115e-05
755,0,0.0008068356
756,0,6.898888e-05
757,0,3.2454966e-05
758,0,9.229673e-06
759,0,5.7913894e-06
760,0,2.3098444e-07
761,0,9.590568e-05
762,0,1.9729614e-06
763,0,0.0009885042
764,0,3.0798205e-05
765,0,6.3546366e-05
766,0,0.00014508038
767,0,0.00013761553
768,0,0.00019839521
769,0,6.913731e-06
770,0,2.1415091e-05
771,0,2.8594122e-06
772,0,0.0017752241
773,0,0.00027856455
774,0,0.00017830973
775,0,5.1711513e-06
776,0,2.4270537e-06
777,0,3.9234324e-06
778,0,0.00010550771
779,0,4.0285084e-07
780,0,3.2584612e-08
781,0,0.0001206562
782,0,1.0656663e-06
783,0,3.0220508e-06
784,0,3.6541733e-06
785,0,1.5691261e-06
786,0,0.001785835
787,0,3.2475396e-05
788,0,1.11371255e-05
789,0,1.7671906e-05
790,0,1.1417814e-05
791,0,1.1140716e-06
792,0,1.8786131e-05
793,0,1.2063e-05
794,0,0.0010677823
795,0,0.0005271025
796,0,4.896281e-08
797,0,0.00019938056
798,0,1.2115677e-05
799,0,1.6517854e-05
800,0,0.0002475258
801,0,2.1316669e-06
802,0,1.3799589e-05
803,0,5.6974714e-06
804,0,0.00017192298
805,0,3.8346905e-05
806,0,8.065482e-06
807,0,6.0508864e-06
808,0,0.0005334454
809,0,5.1364175e-05
810,0,3.7427203e-06
811,0,0.00037147928
812,0,0.00022634697
813,0,6.9486186e-06
814,0,8.249e-05
815,0,1.5224498e-06
816,0,2.051925e-05
817,0,3.3679466e-06
818,0,9.0146445e-05
819,0,3.2835374e-06
820,0,3.2463384e-05
821,0,2.5162566e-07
822,0,0.00013099707
823,0,5.5875284e-06
824,0,1.8150208e-06
825,0,0.0016579563
826,0,0.00025172046
827,0,1.9626455e-05
828,0,9.5559415e-05
829,0,1.36135595e-05
830,0,0.00071375625
831,0,2.3135393e-05
832,0,7.4515e-05
833,0,0.0029969593
834,0,9.943006e-05
835,0,1.8467196e-06
836,0,2.9452879e-06
837,0,1.501821e-06
838,0,1.1635693e-05
839,0,1.1817943e-08
840,0,1.2149149e-05
841,0,4.770013e-06
842,0,1.3162646e-06
843,0,1.3674429e-05
844,0,0.00010752158
845,0,0.000114497896
846,0,4.7076032e-06
847,0,5.106152e-07
848,0,7.639494e-07
849,0,8.6752996e-05
850,0,1.8028166e-05
851,0,1.705917e-05
852,0,0.00037108603
853,0,9.1800575e-05
854,0,9.052037e-06
855,0,3.503812e-05
856,0,1.7011173e-06
857,0,2.6456544e-07
858,0,2.0908094e-06
859,0,5.630259e-05
860,0,6.430502e-06
861,0,2.4494866e-05
862,0,4.487301e-06
863,0,3.0362025e-05
864,0,9.578571e-07
865,0,6.160674e-06
866,0,1.865518e-05
867,0,1.8136348e-06
868,0,2.1512831e-05
869,0,3.4412322e-05
870,0,3.7097006e-06
871,0,0.0005501062
872,0,0.00032749813
873,0,2.0507943e-05
874,0,1.1564329e-05
875,0,4.259106e-05
876,0,9.090396e-06
877,0,2.3394065e-05
878,0,3.5167454e-06
879,0,4.4423774e-05
880,0,9.715458e-05
881,0,2.737149e-06
882,0,1.680901e-06
883,0,0.0008121224
884,0,1.0056912e-06
885,0,4.3314532e-07
886,0,3.301792e-05
887,0,7.4259355e-05
888,0,1.5499402e-06
889,0,6.479449e-05
890,0,1.984173e-05
891,0,0.00018403692
892,0,1.0636027e-05
893,0,0.00015260746
894,0,9.1745e-05
895,0,4.2941912e-05
896,0,9.072917e-05
897,0,2.943008e-06
898,0,3.4911576e-05
899,0,4.3237487e-05
900,0,3.8816384e-07
901,0,9.1816e-07
902,0,7.1002046e-07
903,0,7.110274e-07
904,0,1.3452536e-06
905,0,2.335021e-06
906,0,1.2957487e-07
907,0,2.094535e-05
908,0,5.4212105e-06
909,0,2.5297668e-05
910,0,0.0009542834
911,0,0.0014300777
912,0,1.16430975e-07
913,0,0.00019996522
914,0,2.4706496e-06
915,0,3.864923e-06
916,0,0.00017218727
917,0,1.7889822e-06
918,0,7.78879e-05
919,0,3.411875e-05
920,0,8.160558e-05
921,0,8.639957e-06
922,0,1.0256194e-05
923,0,2.3269327e-05
924,0,8.6892686e-07
925,0,1.3388656e-05
926,0,2.2477327e-05
927,0,0.00011789705
928,0,3.4903069e-06
929,0,3.6045865e-05
930,0,0.0002494674
931,0,6.488126e-08
932,0,1.9684676e-06
933,0,2.999283e-05
934,0,6.675396e-07
935,0,1.2417783e-05
936,0,9.902923e-06
937,0,0.0001102523
938,0,1.6014543e-06
939,0,8.2623366e-05
940,0,4.0584204e-05
941,0,6.132689e-06
942,0,3.738408e-05
943,0,1.4905445e-06
944,0,0.0001016152
945,0,2.2402098e-06
946,0,3.7408012e-05
947,0,7.2786424e-05
948,0,0.00019798156
949,0,0.00016660194
950,0,1.0229381e-05
951,0,1.5508422e-06
952,0,1.4171413e-06
953,0,1.0682482e-05
954,0,4.082374e-05
955,0,4.132932e-07
956,0,0.00094529026
957,0,1.6142055e-06
958,0,9.3459823e-07
959,0,6.8030095e-05
960,0,6.229971e-06
961,0,1.9124973e-07
962,0,1.6409755e-06
963,0,5.9176614e-07
964,0,0.0035689333
965,0,3.5477096e-06
966,0,1.4047436e-05
967,0,6.2945833e-06
968,0,4.298971e-08
969,0,2.1552709e-05
970,0,3.5567375e-06
971,0,4.4627035e-05
972,0,3.820688e-05
973,0,0.0010276277
974,0,5.2807063e-06
975,0,1.8724194e-06
976,0,1.5825145e-06
977,0,0.00021465837
978,0,7.3825264e-05
979,0,4.537953e-06
980,0,1.0734872e-05
981,0,1.1613326e-06
982,0,3.3451892e-07
983,0,2.8182507e-05
984,0,4.77283e-06
985,0,1.8690065e-05
986,0,3.669248e-07
987,0,0.0016042618
988,0,3.2371754e-05
989,0,4.6951714e-05
990,0,0.0002517591
991,0,2.2812112e-05
992,0,8.2540675e-05
993,0,3.1358343e-06
994,0,2.8254335e-06
995,0,6.611629e-06
996,0,5.727e-05
997,0,9.146728e-06
998,0,1.4439415e-05
999,0,7.851411e-06
1000,0,8.257618e-05
1001,0,1.4627186e-05
1002,0,8.5432947e-07
1003,0,6.3129995e-08
1004,0,1.1924315e-06
1005,0,4.7386966e-06
1006,0,2.7765012e-07
1007,0,1.8885537e-05
1008,0,2.4895144e-05
1009,0,0.00010286996
1010,0,1.0481306e-06
1011,0,4.3754517e-05
1012,0,1.8521854e-05
1013,0,7.59568e-07
1014,0,2.2664353e-05
1015,0,9.456238e-05
1016,0,6.231049e-07
1017,0,4.083589e-05
1018,0,1.668932e-05
1019,0,1.7242735e-05
1020,0,1.6867329e-05
1021,0,3.5899997e-05
1022,0,4.031809e-06
1023,0,8.368144e-05
1024,0,0.00031931832
1025,0,9.415613e-05
1026,0,6.6328283e-07
1027,0,2.5745848e-07
1028,0,9.361132e-08
1029,0,1.30047465e-05
1030,0,6.9467893e-07
1031,0,0.00028056145
1032,0,2.9796205e-05
1033,0,1.8218344e-06
1034,0,0.0053648963
1035,0,3.3694556e-07
1036,0,3.2421307e-05
1037,0,1.301606e-06
1038,0,6.0341376e-05
1039,0,9.786655e-06
1040,0,1.967229e-06
1041,0,2.7101255e-06
1042,0,0.002930285
1043,0,0.0002467906
1044,0,0.00017572714
1045,0,2.0714842e-06
1046,0,0.0001578808
1047,0,9.4812494e-05
1048,0,2.9987485e-05
1049,0,3.885327e-07
1050,0,0.000105648454
1051,0,0.0012991398
1052,0,3.8016544e-05
1053,0,5.850141e-06
1054,0,0.0001010988
1055,0,1.5078534e-05
1056,0,2.0710083e-06
1057,0,1.5544445e-05
1058,0,2.2819117e-06
1059,0,1.5105472e-06
1060,0,6.255619e-06
1061,0,7.960706e-06
1062,0,0.00061291433
1063,0,8.74668e-06
1064,0,3.4514142e-06
1065,0,0.0024957838
1066,0,9.060381e-05
1067,0,1.5137442e-07
1068,0,4.9863673e-05
1069,0,3.660287e-06
1070,0,1.09922385e-05
1071,0,0.00010925783
1072,0,0.00031463377
1073,0,2.727848e-05
1074,0,4.5945642e-05
1075,0,0.00010179977
1076,0,2.045862e-05
1077,0,8.327904e-06
1078,0,4.6996815e-06
1079,0,2.0476793e-05
1080,0,0.00014064698
1081,0,8.111022e-06
1082,0,0.00011277812
1083,0,3.434783e-05
1084,0,9.918044e-06
1085,0,2.6163434e-06
1086,0,2.013868e-05
1087,0,0.00040954034
1088,0,9.108132e-06
1089,0,0.00011431887
1090,0,2.2939567e-08
1091,0,7.3474434e-06
1092,0,6.7539486e-06
1093,0,0.00076364697
1094,0,4.951851e-05
1095,0,0.0001476825
1096,0,3.26736e-06
1097,0,1.5244505e-05
1098,0,0.002576544
1099,0,3.6020538e-05
1100,0,2.4885127e-05
1101,0,1.039977e-06
1102,0,5.9879985e-06
1103,0,1.2230431e-05
1104,0,1.0335766e-05
1105,0,5.4809934e-06
1106,0,6.524543e-07
1107,0,9.860961e-05
1108,0,1.5287103e-05
1109,0,5.4967317e-05
1110,0,3.623192e-06
1111,0,3.329478e-05
1112,0,1.35058035e-05
1113,0,1.2944525e-05
1114,0,2.593348e-05
1115,0,1.1924659e-05
1116,0,9.0450405e-05
1117,0,0.00052538776
1118,0,1.4123517e-06
1119,0,7.809451e-06
1120,0,0.0005577041
1121,0,3.873022e-05
1122,0,5.8162577e-06
1123,0,0.00056346663
1124,0,1.4143481e-05
1125,0,1.0403212e-06
1126,0,1.16986685e-05
